make,model,body_style,transmission_clean,drivetrain_clean,seller_type_clean,year,mileage_clean,bids_clean,is_manual,is_rwd,is_private_seller,is_high_mileage,sale_price,sold_status,title,auction_date,location,car_age
BMW,E39 M5,Sedan,Manual,RWD,Private Party,2003.0,69000.0,30.0,1,1,1,0,27850.0,sold,2003 BMW M5,"Ended December 6th, 2025 at 2:37 AM","Plano, TX 75093",23.0
Honda,Acty,Truck,Manual,4WD/AWD,Private Party,1999.0,50800.0,25.0,1,0,1,0,5800.0,sold,1999 Honda Acty 4WD,Ended February 28th at 4:42 AM,"Staten Island, NY 10305",27.0
BMW,5 Series,Wagon,Automatic,4WD/AWD,Private Party,2010.0,125200.0,36.0,0,0,1,1,8300.0,sold,2010 BMW 535i xDrive Sports Wagon,"Ended November 18th, 2025 at 3:55 AM","Boston, MA 02116",16.0
BMW,E28 M5,Sedan,Manual,RWD,Private Party,1988.0,173100.0,49.0,1,1,1,1,50500.0,sold,1988 BMW M5,"Ended November 22nd, 2025 at 2:34 AM","San Diego, CA 92103",38.0
Porsche,991 911,Convertible,Automatic,4WD/AWD,Private Party,2017.0,29900.0,45.0,0,0,1,0,119000.0,sold,2017 Porsche 911 Turbo Cabriolet,"Ended December 31st, 2025 at 2:40 AM","Gilbert, AZ 85295",9.0
Jaguar,XKR,Coupe,Automatic,RWD,Private Party,2011.0,101200.0,17.0,0,1,1,1,16500.0,sold,2011 Jaguar XKR Coupe,Ended January 3rd at 3:34 AM,"Lake Worth, FL 33449",15.0
Porsche,996 911,Convertible,Manual,RWD,Dealer,2000.0,17500.0,51.0,1,1,0,0,35250.0,sold,2000 Porsche 911 Carrera Cabriolet,"Ended October 24th, 2025 at 1:38 AM","Roswell, GA 30075",26.0
Mercedes-Benz,R230 SL,Convertible,Automatic,RWD,Private Party,2004.0,63000.0,21.0,0,1,1,0,14000.0,sold,2004 Mercedes-Benz SL55 AMG,Ended January 30th at 3:21 AM,"Paradise Valley, AZ 85253",22.0
Subaru,Sambar,Truck,Manual,4WD/AWD,Private Party,1996.0,46100.0,27.0,1,0,1,0,5100.0,sold,1996 Subaru Sambar 4WD,"Ended December 10th, 2025 at 3:24 AM","Miami Beach, FL 33139",30.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Dealer,2000.0,176300.0,5.0,0,0,0,1,7600.0,sold,2000 Toyota Land Cruiser,Ended January 28th at 3:30 AM,"Cumberland, RI 02864",26.0
Mitsubishi,Pajero Mini,SUV/Crossover,Automatic,4WD/AWD,Private Party,1997.0,68100.0,15.0,0,0,1,0,4250.0,sold,1997 Mitsubishi Pajero Mini XR-II 4x4,"Ended November 20th, 2025 at 4:42 AM","Valdosta, GA 31606",29.0
Daihatsu,Hijet,Truck,Manual,4WD/AWD,Private Party,1999.0,10400.0,22.0,1,0,1,0,8300.0,sold,1999 Daihatsu Hijet Truck 4WD,"Ended December 30th, 2025 at 4:42 AM","Quincy, MA 02170",27.0
MINI,Cooper,Hatchback,Manual,FWD,Private Party,2019.0,68300.0,19.0,1,0,1,0,16200.0,sold,2019 Mini Cooper S Hardtop,"Ended December 5th, 2025 at 4:00 AM","Hawthorne, NJ 07506",7.0
Mercedes-Benz,C-Class,Sedan,Automatic,RWD,Dealer,1999.0,92800.0,42.0,0,1,0,0,5100.0,sold,1999 Mercedes-Benz C230 Kompressor Sedan,"Ended December 31st, 2025 at 3:21 AM","Pompano Beach, FL 33060",27.0
Toyota,Tacoma,Truck,Automatic,4WD/AWD,Private Party,2015.0,49200.0,34.0,0,0,1,0,29250.0,sold,2015 Toyota Tacoma TRD Off-Road Double Cab 4x4,"Ended November 18th, 2025 at 2:43 AM","Arvada, CO 80005",11.0
McLaren,GT,Coupe,Automatic,RWD,Private Party,2021.0,20500.0,49.0,0,1,1,0,131000.0,sold,2021 McLaren GT,"Ended December 9th, 2025 at 4:53 AM","Lebanon, TN 37087",5.0
Lexus,LX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2000.0,207200.0,43.0,0,0,0,1,16000.0,sold,2000 Lexus LX 470,"Ended November 6th, 2025 at 4:49 AM","Hagerstown, MD 21740",26.0
Toyota,MR2,Coupe,Manual,RWD,Dealer,1991.0,149800.0,30.0,1,1,0,1,10000.0,sold,1991 Toyota MR2,"Ended November 19th, 2025 at 4:31 AM","Lake Elsinore, CA 92530",35.0
Porsche,996 911,Convertible,Manual,RWD,Private Party,2002.0,42100.0,44.0,1,1,1,0,31500.0,sold,2002 Porsche 911 Carrera Cabriolet,"Ended November 8th, 2025 at 2:34 AM","San Diego, CA 92103",24.0
BMW,F80 M3,Sedan,Automatic,RWD,Private Party,2018.0,43900.0,55.0,0,1,1,0,45500.0,sold,2018 BMW M3,Ended January 7th at 3:20 AM,"Fremont, CA 94538",8.0
Mercedes-Benz,CL-Class,Coupe,Automatic,RWD,Private Party,2005.0,42400.0,34.0,0,1,1,0,10500.0,sold,2005 Mercedes-Benz CL600,Ended January 3rd at 3:32 AM,"Leesburg, AL 35983",21.0
MINI,Cooper,Hatchback,Manual,FWD,Private Party,2017.0,47500.0,61.0,1,0,1,0,21250.0,sold,2017 Mini John Cooper Works Hardtop,"Ended December 4th, 2025 at 4:18 AM","Alexandria, VA 22308",9.0
Audi,S6,Wagon,Automatic,4WD/AWD,Private Party,2003.0,48100.0,56.0,0,0,1,0,13200.0,sold,2003 Audi S6 Avant,"Ended November 25th, 2025 at 3:52 AM","Birmingham, AL 35209",23.0
Honda,Prelude,Coupe,Manual,FWD,Dealer,1986.0,74400.0,14.0,1,0,0,0,10000.0,sold,1986 Honda Prelude Si,"Ended December 17th, 2025 at 4:30 AM","Danbury, CT 06811",40.0
BMW,3 Series,Sedan,Manual,4WD/AWD,Private Party,2004.0,41700.0,20.0,1,0,1,0,10600.0,sold,2004 BMW 330xi Sedan,"Ended November 21st, 2025 at 4:26 AM","Parker, CO 80134",22.0
BMW,3 Series,Wagon,Automatic,RWD,Private Party,2005.0,138200.0,39.0,0,1,1,1,12100.0,sold,2005 BMW 325i Touring,Ended January 3rd at 5:08 AM,"Hoschton, GA 30548",21.0
BMW,3 Series,Sedan,Automatic,RWD,Dealer,2002.0,29100.0,14.0,0,1,0,0,8700.0,sold,2002 BMW 325i Sedan,Ended February 28th at 3:51 AM,"San Diego, CA 92115",24.0
BMW,1 Series,Convertible,Automatic,RWD,Private Party,2013.0,21100.0,36.0,0,1,1,0,18500.0,sold,2013 BMW 128i Convertible Limited Edition Lifestyle,"Ended December 24th, 2025 at 3:24 AM","Estero, FL 33928",13.0
BMW,E60 M5,Sedan,Automatic,RWD,Private Party,2006.0,44900.0,18.0,0,1,1,0,27000.0,sold,2006 BMW M5,"Ended December 30th, 2025 at 2:48 AM","Tustin, CA 92782",20.0
BMW,Z3,Coupe,Manual,RWD,Private Party,1999.0,179100.0,21.0,1,1,1,1,18750.0,sold,1999 BMW Z3 M Coupe,"Ended December 20th, 2025 at 3:23 AM","Millington, TN 38053",27.0
Suzuki,Carry Truck,Truck,Manual,4WD/AWD,Private Party,1997.0,6000.0,52.0,1,0,1,0,9050.0,sold,1997 Suzuki Carry Truck 4x4,"Ended November 1st, 2025 at 3:20 AM","Salisbury, NC 28144",29.0
Subaru,WRX,Sedan,Manual,4WD/AWD,Private Party,2000.0,126800.0,12.0,1,0,1,1,8205.0,sold,2000 Subaru Impreza WRX Sedan,"Ended November 21st, 2025 at 4:42 AM","Lake Oswego, OR 97035",26.0
Hyundai,Genesis Coupe,Coupe,Manual,RWD,Private Party,2011.0,72600.0,23.0,1,1,1,0,7977.0,sold,2011 Hyundai Genesis Coupe 3.8 Track,"Ended December 11th, 2025 at 2:56 AM","Miami, FL 33165",15.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Dealer,2016.0,120300.0,33.0,0,0,0,1,22000.0,sold,2016 Porsche Cayenne Diesel,"Ended October 16th, 2025 at 3:19 AM","Newtown, PA 18940",10.0
Suzuki,Cappuccino,Convertible,Manual,RWD,Private Party,1994.0,62600.0,35.0,1,1,1,0,9000.0,sold,1994 Suzuki Cappuccino,"Ended November 18th, 2025 at 3:10 AM","Enumclaw, WA 98022",32.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2011.0,264500.0,26.0,0,0,1,1,17450.0,sold,2011 Toyota Land Cruiser,"Ended December 30th, 2025 at 3:51 AM","Magee, MS 39111",15.0
Ford,F-150 Raptor,Truck,Automatic,4WD/AWD,Dealer,2024.0,8800.0,32.0,0,0,0,0,113000.0,sold,2024 Ford F-150 Raptor R,"Ended December 18th, 2025 at 3:58 AM","Scottsdale, AZ 85255",2.0
BMW,1 Series,Coupe,Manual,RWD,Private Party,2013.0,65500.0,38.0,1,1,1,0,14600.0,sold,2013 BMW 135i Coupe,Ended January 14th at 4:32 AM,"Atlanta, GA 30344",13.0
Tesla,Model S,Sedan,Automatic,RWD,Private Party,2016.0,130600.0,37.0,0,1,1,1,18000.0,sold,2016 Tesla Model S 75,"Ended October 23rd, 2025 at 3:07 AM","Gilbert, AZ 85295",10.0
Daihatsu,Naked,Hatchback,Manual,FWD,Dealer,2000.0,55300.0,22.0,1,0,0,0,4645.0,sold,2000 Daihatsu Naked,"Ended October 17th, 2025 at 1:42 AM","Denver, PA 17517",26.0
Porsche,997 911,Coupe,Manual,4WD/AWD,Private Party,2006.0,68900.0,30.0,1,0,1,0,60500.0,sold,2006 Porsche 911 Carrera 4S Coupe,"Ended November 15th, 2025 at 4:49 AM","North Augusta, SC 29841",20.0
Subaru,Legacy,Wagon,Manual,4WD/AWD,Private Party,1999.0,60700.0,28.0,1,0,1,0,10500.0,sold,1999 Subaru Legacy GT-B Wagon,Ended February 14th at 4:00 AM,"Las Vegas, NV 89149",27.0
Honda,Civic,Coupe,Manual,FWD,Private Party,2019.0,76500.0,46.0,1,0,1,0,16250.0,sold,2019 Honda Civic Si Coupe,Ended February 12th at 3:14 AM,"Petaluma, CA 94952",7.0
Suzuki,Cappuccino,Convertible,Manual,RWD,Private Party,1991.0,55500.0,14.0,1,1,1,0,8650.0,sold,1991 Suzuki Cappuccino,"Ended October 24th, 2025 at 2:46 AM","Brooklyn, NY 11229",35.0
Audi,Q8,SUV/Crossover,Automatic,4WD/AWD,Dealer,2019.0,79200.0,47.0,0,0,0,0,29000.0,sold,2019 Audi Q8 Prestige,"Ended December 31st, 2025 at 4:34 AM","West Chester, PA 19382",7.0
BMW,E36 M3,Sedan,Manual,RWD,Private Party,1997.0,143900.0,36.0,1,1,1,1,14850.0,sold,1997 BMW M3 Sedan,"Ended December 3rd, 2025 at 2:48 AM","Pittsburgh, PA 15201",29.0
Toyota,Tacoma,Truck,Automatic,RWD,Dealer,2002.0,93500.0,31.0,0,1,0,0,12500.0,sold,2002 Toyota Tacoma TRD Off-Road PreRunner Double Cab V6,"Ended December 23rd, 2025 at 3:38 AM","Marietta, GA 30062",24.0
Toyota,Sequoia,SUV/Crossover,Automatic,4WD/AWD,Private Party,2005.0,249200.0,27.0,0,0,1,1,8600.0,sold,2005 Toyota Sequoia Limited 4x4,Ended February 26th at 3:12 AM,"Escondido, CA 92027",21.0
Ford,Super Duty,Truck,Automatic,4WD/AWD,Dealer,2015.0,196300.0,42.0,0,0,0,1,23000.0,sold,2015 Ford F-250 Super Duty Lariat 4x4,Ended February 7th at 3:21 AM,"Friendswood, TX 77546",11.0
BMW,5 Series,Sedan,Automatic,RWD,Dealer,2003.0,57100.0,32.0,0,1,0,0,7700.0,sold,2003 BMW 525i Sedan,Ended February 12th at 4:27 AM,"Lathrop, CA 95330",23.0
Pontiac,Solstice,Convertible,Manual,RWD,Dealer,2006.0,36700.0,15.0,1,1,0,0,6800.0,sold,2006 Pontiac Solstice,"Ended November 6th, 2025 at 2:46 AM","Loveland, CO 80538",20.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Dealer,2005.0,79500.0,32.0,1,0,0,0,27250.0,sold,2005 Subaru Impreza WRX STI,"Ended November 21st, 2025 at 4:01 AM","Encinitas, CA 92024",21.0
Suzuki,Cappuccino,Convertible,Manual,RWD,Dealer,1992.0,56000.0,34.0,1,1,0,0,14300.0,sold,1992 Suzuki Cappuccino,"Ended November 26th, 2025 at 5:24 AM","Chattanooga, TN 37419",34.0
Arcimoto,FUV,Coupe,Automatic,FWD,Private Party,2021.0,4500.0,25.0,0,0,1,0,7200.0,sold,2021 Arcimoto FUV,"Ended December 13th, 2025 at 4:14 AM","Delray Beach, FL 33445",5.0
Subaru,Legacy,Wagon,Automatic,4WD/AWD,Dealer,1998.0,65600.0,52.0,0,0,0,0,10500.0,sold,1998 Subaru Legacy GT Wagon,Ended January 1st at 5:23 AM,"Salt Lake City, UT 84116",28.0
Ferrari,360,Coupe,Automatic,RWD,Private Party,2001.0,55000.0,26.0,0,1,1,0,71028.0,sold,2001 Ferrari 360 Modena,"Ended November 29th, 2025 at 4:14 AM","Salinas, CA 93901",25.0
BMW,E9X M3,Coupe,Automatic,RWD,Private Party,2011.0,71500.0,55.0,0,1,1,0,31750.0,sold,2011 BMW M3 Coupe Competition Package,"Ended December 13th, 2025 at 5:05 AM","Woodstock, GA 30188",15.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2016.0,58600.0,67.0,0,0,0,0,19500.0,sold,2016 Range Rover Sport SE,"Ended November 14th, 2025 at 3:10 AM","Hollywood, FL 33023",10.0
Volkswagen,Beetle,Hatchback,Automatic,FWD,Dealer,2014.0,19600.0,48.0,0,0,0,0,19500.0,sold,2014 Volkswagen Beetle GSR,"Ended December 23rd, 2025 at 3:34 AM","Cedar Rapids, IA 52404",12.0
Audi,TT,Convertible,Manual,4WD/AWD,Private Party,2005.0,99900.0,29.0,1,0,1,0,9100.0,sold,2005 Audi TT Quattro Roadster,"Ended November 26th, 2025 at 4:06 AM","Pikesville, MD 21208",21.0
GMC,Yukon,SUV/Crossover,Automatic,4WD/AWD,Private Party,2013.0,33700.0,32.0,0,0,1,0,24750.0,sold,2013 GMC Yukon XL Denali,Ended January 27th at 3:52 AM,"Humble, TX 77396",13.0
Subaru,WRX STI,Sedan,Manual,4WD/AWD,Private Party,2007.0,164800.0,24.0,1,0,1,1,18000.0,sold,2007 Subaru Impreza WRX STI,"Ended November 14th, 2025 at 2:40 AM","Stockton, CA 95210",19.0
Porsche,Cayenne,SUV/Crossover,Manual,4WD/AWD,Private Party,2014.0,88200.0,40.0,1,0,1,0,40000.0,sold,2014 Porsche Cayenne,"Ended December 16th, 2025 at 5:29 AM","Rehoboth Beach, DE 19971",12.0
BMW,Z3,Convertible,Manual,RWD,Private Party,1998.0,75300.0,44.0,1,1,1,0,8300.0,sold,1998 BMW Z3 2.8i Roadster,"Ended November 11th, 2025 at 2:51 AM","Fort Myers, FL 33913",28.0
Fiat,500,Hatchback,Automatic,FWD,Private Party,2017.0,41900.0,31.0,0,0,1,0,9200.0,sold,2017 Fiat 500e,"Ended October 16th, 2025 at 2:53 AM","San Jose, CA 95126",9.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Private Party,2016.0,127000.0,26.0,0,0,1,1,7100.0,sold,2016 Range Rover Sport HSE,Ended January 22nd at 4:27 AM,"San Diego, CA 92109",10.0
Tesla,Model 3,Sedan,Automatic,4WD/AWD,Private Party,2018.0,45000.0,24.0,0,0,1,0,19250.0,sold,2018 Tesla Model 3 Performance,"Ended November 20th, 2025 at 4:02 AM","Round Rock, TX 78681",8.0
Ferrari,Mondial,Coupe,Manual,RWD,Private Party,1986.0,69600.0,28.0,1,1,1,0,32250.0,sold,1986 Ferrari Mondial 3.2 Coupe,"Ended December 18th, 2025 at 2:52 AM","Rockville, MD 20852",40.0
Toyota,Supra,Coupe,Automatic,RWD,Private Party,2024.0,8600.0,36.0,0,1,1,0,55074.0,sold,2024 Toyota Supra 45th Anniversary Edition,Ended February 14th at 3:14 AM,"Vallejo, CA 94591",2.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,2017.0,100000.0,40.0,1,1,1,0,13000.0,sold,2017 BMW 330i Sedan,Ended February 10th at 4:25 AM,"Grand Rapids, MI 49546",9.0
Bentley,Continental,Coupe,Automatic,4WD/AWD,Private Party,2007.0,50400.0,21.0,0,0,1,0,26500.0,sold,2007 Bentley Continental GT Diamond Series,"Ended November 20th, 2025 at 3:34 AM","Bella Vista, AR 72714",19.0
MINI,Cooper,Hatchback,Manual,FWD,Dealer,2007.0,53300.0,35.0,1,0,0,0,8400.0,sold,2007 Mini Cooper S,"Ended December 5th, 2025 at 3:18 AM","Alpharetta, GA 30004",19.0
Volkswagen,Golf R,Hatchback,Automatic,4WD/AWD,Private Party,2019.0,76400.0,51.0,0,0,1,0,18850.0,sold,2019 Volkswagen Golf R,"Ended December 31st, 2025 at 4:43 AM","Escondido, CA 92025",7.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Private Party,2005.0,41900.0,43.0,0,1,1,0,50500.0,sold,2005 Mercedes-Benz S500 L B7 Special Protection Armored Sedan,Ended February 27th at 2:41 AM,"Brookline, MA 02445",21.0
Ford,Super Duty,Truck,Automatic,4WD/AWD,Private Party,2006.0,23800.0,32.0,0,0,1,0,28000.0,sold,2006 Ford F-250 Super Duty Lariat 4x4,Ended February 11th at 4:44 AM,"San Carlos, CA 94070",20.0
Lucid,Air,Sedan,Automatic,4WD/AWD,Private Party,2022.0,4400.0,26.0,0,0,1,0,80000.0,sold,2022 Lucid Air Dream Edition Performance,Ended January 8th at 4:53 AM,"Georgetown, MA 01833",4.0
Honda,Accord,Coupe,Manual,FWD,Private Party,2003.0,207000.0,22.0,1,0,1,1,8600.0,sold,2003 Honda Accord EX V6 Coupe,"Ended November 25th, 2025 at 2:46 AM","Raleigh, NC 27616",23.0
Volvo,C70,Convertible,Automatic,FWD,Private Party,2007.0,114800.0,33.0,0,0,1,1,4600.0,sold,2007 Volvo C70 T5,"Ended November 19th, 2025 at 4:44 AM","Vancouver, WA 98683",19.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2006.0,216500.0,19.0,0,0,0,1,11600.0,sold,2006 Lexus GX 470,"Ended October 21st, 2025 at 3:04 AM","Pompano Beach, FL 33060",20.0
Volkswagen,Mk7 GTI,Hatchback,Manual,FWD,Private Party,2019.0,60800.0,50.0,1,0,1,0,23250.0,sold,2019 Volkswagen GTI Rabbit Edition,Ended February 3rd at 4:06 AM,"Dayton, OH 45430",7.0
Nissan,370Z,Coupe,Manual,RWD,Private Party,2013.0,49000.0,34.0,1,1,1,0,17250.0,sold,2013 Nissan 370Z Coupe,Ended January 28th at 4:04 AM,"New Orleans, LA 70122",13.0
BMW,E30 M3,Coupe,Manual,RWD,Private Party,1988.0,106700.0,66.0,1,1,1,1,60500.0,sold,1988 BMW M3,"Ended October 16th, 2025 at 1:53 AM","Silver Spring, MD 20901",38.0
BMW,5 Series,Sedan,Automatic,RWD,Private Party,2015.0,58500.0,38.0,0,1,1,0,17000.0,sold,2015 BMW 550i,Ended February 21st at 4:00 AM,"Jonesville, NC 28642",11.0
Jeep,Wrangler,SUV/Crossover,Automatic,4WD/AWD,Private Party,2019.0,43600.0,35.0,0,0,1,0,30555.0,sold,2019 Jeep Wrangler Unlimited Rubicon 4x4,"Ended December 2nd, 2025 at 3:17 AM","Barrington, IL 60010",7.0
Chevrolet,Camaro,Coupe,Manual,RWD,Private Party,2002.0,15300.0,18.0,1,1,1,0,21000.0,sold,2002 Chevrolet Camaro Z28 SS Coupe,Ended March 3rd at 4:19 AM,"Williamsburg, VA 23188",24.0
Porsche,996 911,Coupe,Manual,RWD,Private Party,2000.0,64600.0,15.0,1,1,1,0,41000.0,sold,2000 Porsche 911 Carrera Coupe,"Ended December 12th, 2025 at 2:24 AM","Santee, CA 92071",26.0
Porsche,996 911,Coupe,Manual,RWD,Private Party,2004.0,98700.0,34.0,1,1,1,0,36333.0,sold,2004 Porsche 911 Carrera Coupe 40th Anniversary Edition,Ended February 20th at 4:26 AM,"Anaheim, CA 92805",22.0
Ford,Taurus,Sedan,Automatic,FWD,Dealer,2001.0,33600.0,23.0,0,0,0,0,4300.0,sold,2001 Ford Taurus LX Sedan,"Ended December 20th, 2025 at 4:10 AM","Concord, NC 28027",25.0
Mercedes-Benz,S-Class AMG,Sedan,Automatic,4WD/AWD,Dealer,2018.0,40500.0,12.0,0,0,0,0,45850.0,sold,2018 Mercedes-AMG S63,"Ended November 15th, 2025 at 4:27 AM","Saint George, UT 84770",8.0
Tesla,Cybertruck,Truck,Automatic,4WD/AWD,Private Party,2024.0,19900.0,34.0,0,0,1,0,61000.0,sold,2024 Tesla Cybertruck,"Ended December 9th, 2025 at 3:24 AM","Amityville, NY 11701",2.0
Honda,Civic,Hatchback,Manual,FWD,Private Party,1981.0,79500.0,26.0,1,0,1,0,6000.0,sold,1981 Honda Civic 1500 GL Hatchback,Ended January 27th at 3:43 AM,"Rancho Mirage, CA 92270",45.0
BMW,Z3,Convertible,Manual,RWD,Dealer,2001.0,92400.0,33.0,1,1,0,0,7200.0,sold,2001 BMW Z3 2.5i Roadster,"Ended December 12th, 2025 at 4:06 AM","Pompano Beach, FL 33060",25.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2011.0,131200.0,8.0,0,0,1,1,30000.0,sold,2011 Toyota Land Cruiser,Ended January 30th at 2:46 AM,"Fort Lauderdale, FL 33311",15.0
Ford,Fiesta,Hatchback,Manual,FWD,Private Party,2019.0,61900.0,14.0,1,0,1,0,10960.0,sold,2019 Ford Fiesta ST,Ended January 13th at 3:12 AM,"San Diego, CA 92123",7.0
Acura,NSX,Coupe,Manual,RWD,Dealer,2005.0,17000.0,16.0,1,1,0,0,172000.0,sold,2005 Acura NSX-T,Ended February 7th at 5:07 AM,"Rockville, MD 20850",21.0
Aston Martin,Vantage,Coupe,Manual,RWD,Private Party,2006.0,30500.0,28.0,1,1,1,0,51000.0,sold,2006 Aston Martin V8 Vantage,"Ended December 17th, 2025 at 2:43 AM","Pompano Beach, FL 33067",20.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Private Party,2020.0,41000.0,36.0,0,0,1,0,32250.0,sold,2020 Range Rover Sport HSE,Ended January 7th at 3:51 AM,"Houston, TX 77007",6.0
Ford,Mustang,Coupe,Manual,RWD,Private Party,2017.0,26600.0,61.0,1,1,1,0,41500.0,sold,2017 Ford Mustang GT Roush Stage 3 Coupe,"Ended October 16th, 2025 at 3:22 AM","Mandeville, LA 70471",9.0
Ford,Focus RS,Hatchback,Manual,4WD/AWD,Private Party,2017.0,7000.0,21.0,1,0,1,0,37000.0,sold,2017 Ford Focus RS,"Ended October 21st, 2025 at 1:46 AM","Dumfries, VA 22026",9.0
BMW,E46 M3,Convertible,Manual,RWD,Private Party,2004.0,72300.0,19.0,1,1,1,0,15250.0,sold,2004 BMW M3 Convertible,"Ended December 5th, 2025 at 3:07 AM","Short Hills, NJ 07078",22.0
Mercedes-Benz,W211 E55 AMG,Wagon,Automatic,RWD,Private Party,2006.0,205700.0,34.0,0,1,1,1,17500.0,sold,2006 Mercedes-Benz E55 AMG Wagon,Ended February 10th at 3:49 AM,"Norfolk, VA 23517",20.0
Volkswagen,Mk7 GTI,Hatchback,Automatic,FWD,Private Party,2015.0,98700.0,5.0,0,0,1,0,7327.0,sold,2015 Volkswagen GTI SE,"Ended November 1st, 2025 at 3:02 AM","Carson, CA 90746",11.0
Jaguar,XKE,Coupe,Automatic,RWD,Private Party,1973.0,57600.0,16.0,0,1,1,0,34333.0,sold,1973 Jaguar XKE 2+2 Coupe,Ended January 30th at 2:25 AM,"San Diego, CA 92103",53.0
Subaru,Legacy,Wagon,Automatic,4WD/AWD,Dealer,1999.0,90200.0,21.0,0,0,0,0,15000.0,sold,1999 Subaru Legacy GT-B E-Tune Wagon,"Ended November 27th, 2025 at 2:43 AM","Ceres, CA 95307",27.0
Ferrari,458,Convertible,Automatic,RWD,Private Party,2015.0,1400.0,21.0,0,1,1,0,381000.0,sold,2015 Ferrari 458 Spider,Ended February 11th at 2:30 AM,"Loomis, CA 95650",11.0
Lexus,IS,Sedan,Automatic,4WD/AWD,Private Party,2015.0,10500.0,26.0,0,0,1,0,23500.0,sold,2015 Lexus IS 350 F Sport,"Ended November 29th, 2025 at 4:32 AM","Saint John, IN 46373",11.0
BMW,1 Series,Coupe,Automatic,RWD,Dealer,2013.0,64400.0,55.0,0,1,0,0,10400.0,sold,2013 BMW 128i Coupe,Ended February 27th at 4:35 AM,"Burlington, WI 53105",13.0
BMW,3 Series,Sedan,Automatic,4WD/AWD,Dealer,2009.0,102600.0,8.0,0,0,0,1,4821.0,sold,2009 BMW 335i xDrive Sedan,Ended February 5th at 4:19 AM,"Orlando, FL 32820",17.0
Mitsubishi,Pajero Jr,SUV/Crossover,Automatic,4WD/AWD,Private Party,1998.0,39400.0,18.0,0,0,1,0,6800.0,sold,1998 Mitsubishi Pajero Junior Flying Pug 4x4,"Ended November 22nd, 2025 at 4:38 AM","Park City, UT 84098",28.0
Land Rover,Range Rover Sport,SUV/Crossover,Automatic,4WD/AWD,Dealer,2016.0,69400.0,36.0,0,0,0,0,16350.0,sold,2016 Range Rover Sport HSE Td6,Ended March 3rd at 3:28 AM,"Burlington, WI 53105",10.0
Mitsubishi,Lancer Evolution,Sedan,Manual,4WD/AWD,Dealer,2006.0,8800.0,29.0,1,0,0,0,75000.0,sold,2006 Mitsubishi Lancer Evolution IX MR,"Ended November 6th, 2025 at 3:02 AM","Phoenix, AZ 85022",20.0
Ford,Mustang,Coupe,Manual,RWD,Dealer,2012.0,63900.0,67.0,1,1,0,0,44000.0,sold,2012 Ford Mustang Shelby GT500 Coupe,"Ended October 30th, 2025 at 3:17 AM","Roswell, GA 30075",14.0
Honda,S2000,Convertible,Manual,RWD,Private Party,2007.0,39400.0,47.0,1,1,1,0,41000.0,sold,2007 Honda S2000,"Ended November 20th, 2025 at 2:42 AM","Windermere, FL 34786",19.0
Mercedes-Benz,R129 SL,Convertible,Automatic,RWD,Dealer,2000.0,87800.0,16.0,0,1,0,0,6250.0,sold,2000 Mercedes-Benz SL500,"Ended December 13th, 2025 at 3:59 AM","Marietta, GA 30062",26.0
BMW,3 Series,Sedan,Manual,RWD,Private Party,2012.0,94100.0,20.0,1,1,1,0,7800.0,sold,2012 BMW 328i Sedan,"Ended November 20th, 2025 at 3:48 AM","Broomfield, CO 80023",14.0
BMW,7 Series,Sedan,Automatic,4WD/AWD,Private Party,2015.0,134400.0,9.0,0,0,1,1,11999.0,sold,2015 BMW 740Ld xDrive,Ended January 6th at 3:54 AM,"Boston, MA 02110",11.0
Subaru,BRZ,Coupe,Manual,RWD,Private Party,2017.0,46900.0,23.0,1,1,1,0,16400.0,sold,2017 Subaru BRZ Limited,Ended January 8th at 3:09 AM,"Tacoma, WA 98418",9.0
Porsche,987 Cayman,Coupe,Manual,RWD,Private Party,2006.0,122700.0,21.0,1,1,1,1,16750.0,sold,2006 Porsche Cayman S,"Ended November 15th, 2025 at 3:06 AM","Missouri City, TX 77489",20.0
BMW,3 Series,Hatchback,Manual,RWD,Private Party,1999.0,21900.0,30.0,1,1,1,0,17000.0,sold,1999 BMW 318ti,"Ended November 20th, 2025 at 5:03 AM","Scarsdale, NY 10583",27.0
Land Rover,Range Rover,SUV/Crossover,Automatic,4WD/AWD,Private Party,1997.0,161600.0,8.0,0,0,1,1,3000.0,sold,1997 Range Rover 4.6 HSE,"Ended November 29th, 2025 at 3:26 AM","Brooklyn, NY 11234",29.0
